code,d13C,d18O,year,Ocean,sfl,yearclass,Assigned_origin,oto_portion,months_sampled,caught_EW,age_group
ABFT_1,-8.73,-0.85,2009,ATL,164.5,2002,East,core,12,East,post_2yr
ABFT_2,-8.37,-1.27,2009,ATL,165,2002,West,core,12,East,post_2yr
ABFT_3,-8.13,-0.96,2009,ATL,166.5,2002,East,core,12,East,post_2yr
ABFT_4,-7.93,-0.68,2009,ATL,166.5,2002,East,core,12,East,post_2yr
ABFT_5,-7.53,-0.68,2009,ATL,167,2002,East,core,12,East,post_2yr
ABFT_6,-8.83,-0.75,2009,ATL,167,2002,East,core,12,East,post_2yr
ABFT_7,-8.89,-0.63,2009,ATL,166.5,2002,East,core,12,East,post_2yr
ABFT_8,-7.8,-0.56,2009,ATL,168,2002,East,core,12,East,post_2yr
ABFT_9,-8.33,-0.83,2009,ATL,167.5,2002,East,core,12,East,post_2yr
ABFT_10,-8.09,-1.21,2009,ATL,168.5,2002,West,core,12,East,post_2yr
ABFT_11,-7.86,-0.84,2009,ATL,170,2002,East,core,12,East,post_2yr
ABFT_12,-8.2,-0.8,2010,ATL,182,2002,East,core,12,East,post_2yr
ABFT_13,-8.24,-0.97,2009,ATL,149.6,2003,East,core,12,East,post_2yr
ABFT_14,-8.68,-1,2009,ATL,152.5,2003,West,core,12,East,post_2yr
ABFT_15,-7.33,-1.11,2009,ATL,152.5,2003,East,core,12,East,post_2yr
ABFT_16,-7.97,-1.66,2009,ATL,152.5,2003,West,core,12,East,post_2yr
ABFT_17,-8.29,-1.12,2009,ATL,153,2003,West,core,12,East,post_2yr
ABFT_18,-8.66,-0.94,2009,ATL,155.5,2003,East,core,12,East,post_2yr
ABFT_19,-8.28,-0.86,2009,ATL,155.5,2003,East,core,12,East,post_2yr
ABFT_20,-8.42,-1.7,2009,ATL,155,2003,West,core,12,East,post_2yr
ABFT_21,-6.96,-0.64,2009,ATL,155.2,2003,East,core,12,East,post_2yr
ABFT_22,-8.89,-0.91,2009,ATL,155,2003,East,core,12,East,post_2yr
ABFT_23,-8.16,-0.8,2009,ATL,155.6,2003,East,core,12,East,post_2yr
ABFT_24,-7.8,-0.93,2009,ATL,156.3,2003,East,core,12,East,post_2yr
ABFT_25,-8.93,-0.63,2009,ATL,156.5,2003,East,core,12,East,post_2yr
ABFT_26,-8.39,-0.6,2009,ATL,156.5,2003,East,core,12,East,post_2yr
ABFT_27,-8.6,-0.72,2009,ATL,158,2003,East,core,12,East,post_2yr
ABFT_28,-7.9,-0.75,2009,ATL,158,2003,East,core,12,East,post_2yr
ABFT_29,-7.64,-0.74,2009,ATL,158.5,2003,East,core,12,East,post_2yr
ABFT_30,-7.36,-1.15,2009,ATL,159.5,2003,East,core,12,East,post_2yr
ABFT_31,-8.86,-1.21,2009,ATL,160,2003,West,core,12,East,post_2yr
ABFT_32,-7.72,-0.73,2009,ATL,160,2003,East,core,12,East,post_2yr
ABFT_33,-8.11,-0.14,2009,ATL,159.5,2003,East,core,12,East,post_2yr
ABFT_34,-7.83,-0.63,2009,ATL,160,2003,East,core,12,East,post_2yr
ABFT_35,-8.51,-0.44,2009,ATL,160,2003,East,core,12,East,post_2yr
ABFT_36,-7.51,-0.79,2009,ATL,162,2003,East,core,12,East,post_2yr
ABFT_37,-7.64,-0.64,2009,ATL,163,2003,East,core,12,East,post_2yr
ABFT_38,-8.37,-0.94,2009,ATL,162,2003,East,core,12,East,post_2yr
ABFT_39,-8.71,-0.85,2009,ATL,162.5,2003,East,core,12,East,post_2yr
ABFT_40,-8.68,-0.63,2009,ATL,135.2,2004,East,core,12,East,post_2yr
ABFT_41,-7.45,-0.43,2009,ATL,135,2004,East,core,12,East,post_2yr
ABFT_42,-9.21,-1.07,2009,ATL,139,2004,West,core,12,East,post_2yr
ABFT_43,-9.06,-0.94,2009,ATL,143,2004,West,core,12,East,post_2yr
ABFT_44,-8.07,-0.6,2009,ATL,143.5,2004,East,core,12,East,post_2yr
ABFT_45,-8.27,-0.68,2009,ATL,146.5,2004,East,core,12,East,post_2yr
ABFT_46,-7.41,-1.03,2009,ATL,147.1,2004,East,core,12,East,post_2yr
ABFT_47,-7.44,-0.59,2009,ATL,148.5,2004,East,core,12,East,post_2yr
ABFT_48,-8.24,-0.7,2010,ATL,154,2004,East,core,12,East,post_2yr
ABFT_49,-8.21,-0.4,2009,ATL,115,2005,East,core,12,East,post_2yr
ABFT_50,-8.42,-0.78,2009,ATL,117.4,2005,East,core,12,East,post_2yr
ABFT_51,-8.73,-0.72,2009,ATL,117.6,2005,East,core,12,East,post_2yr
ABFT_52,-9.06,-1.15,2009,ATL,117.1,2005,West,core,12,East,post_2yr
ABFT_53,-9.36,-1.02,2009,ATL,116,2005,West,core,12,East,post_2yr
ABFT_54,-8.08,-0.74,2009,ATL,117.7,2005,East,core,12,East,post_2yr
ABFT_55,-8.93,-0.64,2009,ATL,119.5,2005,East,core,12,East,post_2yr
ABFT_56,-8.78,-0.78,2010,ATL,133,2005,East,core,12,East,post_2yr
ABFT_57,-9.01,-1.09,2010,ATL,133,2005,West,core,12,East,post_2yr
ABFT_58,-8.22,-0.64,2010,ATL,133,2005,East,core,12,East,post_2yr
ABFT_59,-8.97,-0.9,2010,ATL,134,2005,East,core,12,East,post_2yr
ABFT_60,-8.99,-1.1,2010,ATL,136,2005,West,core,12,East,post_2yr
ABFT_61,-8.01,-0.6,2010,ATL,138,2005,East,core,12,East,post_2yr
ABFT_62,-8.59,-0.64,2010,ATL,138,2005,East,core,12,East,post_2yr
ABFT_63,-8.22,-0.49,2010,ATL,138,2005,East,core,12,East,post_2yr
ABFT_64,-9.66,-0.87,2010,ATL,137,2005,West,core,12,East,post_2yr
ABFT_65,-9.78,-0.93,2010,ATL,142,2005,West,core,12,East,post_2yr
ABFT_66,-7.77,-0.44,2009,ATL,97,2006,East,core,12,East,post_2yr
ABFT_67,-8.77,-0.87,2009,ATL,97,2006,East,core,12,East,post_2yr
ABFT_68,-8.7,-0.25,2009,ATL,97,2006,East,core,12,East,post_2yr
ABFT_69,-7.86,-0.29,2009,ATL,101.5,2006,East,core,12,East,post_2yr
ABFT_70,-9.16,-0.56,2009,ATL,101,2006,East,core,12,East,post_2yr
ABFT_71,-7.9,-0.79,2009,ATL,102,2006,East,core,12,East,post_2yr
ABFT_72,-8.26,-0.8,2009,ATL,103.9,2006,East,core,12,East,post_2yr
ABFT_73,-9.01,-0.79,2009,ATL,105.1,2006,East,core,12,East,post_2yr
ABFT_74,-8.19,-0.63,2009,ATL,105,2006,East,core,12,East,post_2yr
ABFT_75,-8.96,-1.03,2009,ATL,106,2006,West,core,12,East,post_2yr
ABFT_76,-8.28,-0.96,2009,ATL,107.7,2006,East,core,12,East,post_2yr
ABFT_77,-8.31,-0.68,2009,ATL,107.7,2006,East,core,12,East,post_2yr
ABFT_78,-8.66,-0.57,2009,ATL,108,2006,East,core,12,East,post_2yr
ABFT_79,-9.02,-0.54,2009,ATL,107,2006,East,core,12,East,post_2yr
ABFT_80,-8.84,-0.95,2009,ATL,109.4,2006,West,core,12,East,post_2yr
ABFT_81,-7.82,-0.48,2009,ATL,111.2,2006,East,core,12,East,post_2yr
ABFT_82,-7.97,-0.77,2009,ATL,111,2006,East,core,12,East,post_2yr
ABFT_83,-7.61,-0.45,2009,ATL,113,2006,East,core,12,East,post_2yr
ABFT_84,-7.67,0.02,2009,ATL,114,2006,East,core,12,East,post_2yr
ABFT_85,-9.34,-1.07,2010,ATL,115,2006,West,core,12,East,post_2yr
ABFT_86,-8.15,-0.53,2010,ATL,115,2006,East,core,12,East,post_2yr
ABFT_87,-8.93,-1.02,2010,ATL,117,2006,West,core,12,East,post_2yr
ABFT_88,-9.11,-0.77,2010,ATL,116,2006,East,core,12,East,post_2yr
ABFT_89,-8.68,-0.76,2010,ATL,117,2006,East,core,12,East,post_2yr
ABFT_90,-8.35,-0.77,2010,ATL,117,2006,East,core,12,East,post_2yr
ABFT_91,-8.57,-0.75,2010,ATL,116,2006,East,core,12,East,post_2yr
ABFT_92,-8.64,-0.7,2010,ATL,125,2006,East,core,12,East,post_2yr
ABFT_93,-7.94,-0.92,2010,ATL,131,2006,East,core,12,East,post_2yr
ABFT_94,-8.27,-0.73,2009,ATL,87,2007,East,core,12,East,post_2yr
ABFT_95,-8.21,-0.51,2009,ATL,87,2007,East,core,12,East,post_2yr
ABFT_96,-8.03,-0.34,2009,ATL,88.5,2007,East,core,12,East,post_2yr
ABFT_97,-10.07,-0.89,2009,ATL,89,2007,West,core,12,East,post_2yr
ABFT_98,-8.23,-0.76,2009,ATL,91,2007,East,core,12,East,post_2yr
ABFT_99,-8.26,-0.92,2009,ATL,91,2007,East,core,12,East,post_2yr
ABFT_100,-7.86,-0.18,2009,ATL,90,2007,East,core,12,East,post_2yr
ABFT_101,-8.13,-0.5,2009,ATL,91,2007,East,core,12,East,post_2yr
ABFT_102,-7.87,-0.86,2009,ATL,92,2007,East,core,12,East,post_2yr
ABFT_103,-8.9,-0.8,2009,ATL,92,2007,East,core,12,East,post_2yr
ABFT_104,-8.48,-0.69,2009,ATL,92,2007,East,core,12,East,post_2yr
ABFT_105,-9.32,-0.68,2009,ATL,92,2007,East,core,12,East,post_2yr
ABFT_106,-8.28,-0.53,2009,ATL,94,2007,East,core,12,East,post_2yr
ABFT_107,-8.57,-0.3,2009,ATL,94,2007,East,core,12,East,post_2yr
ABFT_108,-7.8,-0.25,2009,ATL,94,2007,East,core,12,East,post_2yr
ABFT_109,-8.49,-0.77,2009,ATL,94,2007,East,core,12,East,post_2yr
ABFT_110,-8.42,0,2009,ATL,96,2007,East,core,12,East,post_2yr
ABFT_111,-9.42,-0.8,2010,ATL,97,2007,West,core,12,East,post_2yr
ABFT_112,-8.27,-0.72,2010,ATL,97,2007,East,core,12,East,post_2yr
ABFT_113,-8.71,-0.67,2010,ATL,98,2007,East,core,12,East,post_2yr
ABFT_114,-8.31,-0.66,2010,ATL,98,2007,East,core,12,East,post_2yr
ABFT_115,-8.29,-0.54,2010,ATL,99,2007,East,core,12,East,post_2yr
ABFT_116,-8.36,-0.61,2010,ATL,98,2007,East,core,12,East,post_2yr
ABFT_117,-8.54,-0.64,2010,ATL,99,2007,East,core,12,East,post_2yr
ABFT_118,-8.3,-0.78,2010,ATL,99,2007,East,core,12,East,post_2yr
ABFT_119,-9.19,-0.72,2010,ATL,99,2007,East,core,12,East,post_2yr
ABFT_120,-8.63,-0.74,2010,ATL,98,2007,East,core,12,East,post_2yr
ABFT_121,-8.93,-0.6,2010,ATL,103.5,2007,East,core,12,East,post_2yr
ABFT_122,-8.85,-0.46,2010,ATL,104,2007,East,core,12,East,post_2yr
ABFT_123,-8.75,-0.55,2010,ATL,105,2007,East,core,12,East,post_2yr
ABFT_124,-9.1,-0.7,2010,ATL,105,2007,East,core,12,East,post_2yr
ABFT_125,-8.86,-0.77,2010,ATL,105,2007,East,core,12,East,post_2yr
ABFT_126,-9.51,-1.01,2010,ATL,108.5,2007,West,core,12,East,post_2yr
ABFT_127,-8.09,-0.28,2010,ATL,111,2007,East,core,12,East,post_2yr
ABFT_128,-8.71,-0.6,2010,ATL,112,2007,East,core,12,East,post_2yr
ABFT_129,-8.7,-0.95,2010,ATL,112,2007,East,core,12,East,post_2yr
ABFT_130,-8.82,-0.4,2010,ATL,112,2007,East,core,12,East,post_2yr
ABFT_131,-8.72,-0.9,2010,ATL,110.5,2007,East,core,12,East,post_2yr
ABFT_132,-8.25,-0.67,2010,ATL,113,2007,East,core,12,East,post_2yr
ABFT_133,-8.65,-0.83,2010,ATL,113,2007,East,core,12,East,post_2yr
ABFT_134,-8.49,-0.61,2010,ATL,113,2007,East,core,12,East,post_2yr
ABFT_135,-8.8,-0.73,2010,ATL,114,2007,East,core,12,East,post_2yr
ABFT_136,-8.93,-0.82,2010,ATL,114.5,2007,East,core,12,East,post_2yr
ABFT_137,-9.12,-0.36,2010,ATL,87,2008,East,core,12,East,post_2yr
ABFT_138,-8.82,-0.96,2010,ATL,87,2008,West,core,12,East,post_2yr
ABFT_139,-9.29,-1.08,2010,ATL,86.5,2008,West,core,12,East,post_2yr
ABFT_140,-8.88,-0.48,2010,ATL,86,2008,East,core,12,East,post_2yr
ABFT_141,-8.55,-0.71,2010,ATL,87,2008,East,core,12,East,post_2yr
ABFT_142,-9.24,-0.79,2010,ATL,87.5,2008,East,core,12,East,post_2yr
ABFT_143,-8.64,-0.75,2010,ATL,88.5,2008,East,core,12,East,post_2yr
ABFT_144,-8.63,-0.52,2010,ATL,88,2008,East,core,12,East,post_2yr
ABFT_145,-9.31,-0.73,2010,ATL,88,2008,East,core,12,East,post_2yr
ABFT_146,-8.29,-0.7,2010,ATL,89,2008,East,core,12,East,post_2yr
ABFT_147,-8.88,-0.83,2010,ATL,88,2008,East,core,12,East,post_2yr
ABFT_148,-7.93,-0.6,2010,ATL,88,2008,East,core,12,East,post_2yr
ABFT_149,-9,-0.93,2010,ATL,87.5,2008,West,core,12,East,post_2yr
ABFT_150,-9,-0.66,2010,ATL,89.5,2008,East,core,12,East,post_2yr
ABFT_151,-8.37,-0.7,2010,ATL,90,2008,East,core,12,East,post_2yr
ABFT_152,-8.26,-0.57,2010,ATL,90,2008,East,core,12,East,post_2yr
ABFT_153,-8.9,-0.77,2010,ATL,90,2008,East,core,12,East,post_2yr
ABFT_154,-8.27,-0.82,2010,ATL,91,2008,East,core,12,East,post_2yr
ABFT_155,-8.28,-0.86,2010,ATL,91,2008,East,core,12,East,post_2yr
ABFT_156,-8.48,-0.68,2010,ATL,90,2008,East,core,12,East,post_2yr
ABFT_157,-8.68,-0.64,2010,ATL,90,2008,East,core,12,East,post_2yr
ABFT_158,-8.19,-0.71,2010,ATL,91,2008,East,core,12,East,post_2yr
ABFT_159,-9.21,-0.74,2010,ATL,93,2008,East,core,12,East,post_2yr
ABFT_160,-8.32,-0.74,2010,ATL,93,2008,East,core,12,East,post_2yr
ABFT_161,-8.1,-0.83,2010,ATL,92,2008,East,core,12,East,post_2yr
ABFT_162,-8.92,-1.1,2010,ATL,91.5,2008,West,core,12,East,post_2yr
ABFT_163,-8.25,-0.93,2010,ATL,92,2008,East,core,12,East,post_2yr
ABFT_164,-8.31,-0.79,2010,ATL,93,2008,East,core,12,East,post_2yr
ABFT_165,-9,-0.67,2010,ATL,92,2008,East,core,12,East,post_2yr
ABFT_166,-9.01,-0.76,2010,ATL,95,2008,East,core,12,East,post_2yr
ABFT_167,-8.24,-0.9,2010,ATL,94,2008,East,core,12,East,post_2yr
ABFT_168,-7.64,-0.68,2010,ATL,94,2008,East,core,12,East,post_2yr
ABFT_169,-8.71,-0.85,2010,ATL,94,2008,East,core,12,East,post_2yr
ABFT_170,-9.2,-0.84,2010,ATL,94,2008,East,core,12,East,post_2yr
ABFT_171,-8.58,-0.63,2010,ATL,95,2008,East,core,12,East,post_2yr
ABFT_172,-8.47,-1.01,2010,ATL,95.5,2008,East,core,12,East,post_2yr
ABFT_173,-8.73,-0.64,2010,ATL,96,2008,East,core,12,East,post_2yr
ABFT_174,-8.52,-0.48,2010,ATL,96,2008,East,core,12,East,post_2yr
ABFT_175,-9.2,-0.83,2010,ATL,64,2009,East,core,12,East,sub_yearling
ABFT_176,-8.32,-0.69,2009,ATL,77,2007,East,core,12,East,yearling
ABFT_177,-8.14,-0.67,2009,ATL,79,2007,East,core,12,East,yearling
ABFT_178,-8.41,-0.93,2009,ATL,77.7,2007,East,core,12,East,yearling
ABFT_179,-8.54,-0.6,2009,ATL,80,2007,East,core,12,East,yearling
ABFT_180,-8.8,-0.47,2009,ATL,81,2007,East,core,12,East,yearling
ABFT_181,-9.23,-0.84,2009,ATL,82,2007,West,core,12,East,yearling
ABFT_182,-8.58,-0.71,2009,ATL,82.5,2007,East,core,12,East,yearling
ABFT_183,-7.72,-2.21,2009,ATL,85,2007,West,core,12,East,yearling
ABFT_184,-8.57,-0.51,2009,ATL,84,2007,East,core,12,East,yearling
ABFT_185,-7.97,-0.39,2009,ATL,84,2007,East,core,12,East,yearling
ABFT_186,-8.94,-0.82,2009,ATL,71,2008,East,core,12,East,yearling
ABFT_187,-8.02,-1.05,2009,ATL,71.2,2008,East,core,12,East,yearling
ABFT_188,-7.92,-0.67,2009,ATL,75.3,2008,East,core,12,East,yearling
ABFT_189,-9.41,-0.91,2010,ATL,84,2008,West,core,12,East,yearling
ABFT_190,-8.74,-0.93,2010,ATL,84,2008,East,core,12,East,yearling
ABFT_191,-9.03,-0.69,2010,ATL,66,2009,East,core,12,East,yearling
ABFT_192,-8.23,-0.82,2010,ATL,66,2009,East,core,12,East,yearling
ABFT_193,-8.23,-0.33,2010,ATL,66,2009,East,core,12,East,yearling
ABFT_194,-8.8,-0.77,2010,ATL,66,2009,East,core,12,East,yearling
ABFT_195,-8.53,-0.8,2010,ATL,67,2009,East,core,12,East,yearling
ABFT_196,-8.77,-0.72,2010,ATL,67,2009,East,core,12,East,yearling
ABFT_197,-8.26,-0.52,2010,ATL,67,2009,East,core,12,East,yearling
ABFT_198,-8.44,-0.74,2010,ATL,68,2009,East,core,12,East,yearling
ABFT_199,-8.65,-0.73,2010,ATL,67,2009,East,core,12,East,yearling
ABFT_200,-8.8,-1.01,2010,ATL,68,2009,West,core,12,East,yearling
ABFT_201,-8.29,-0.64,2010,ATL,67,2009,East,core,12,East,yearling
ABFT_202,-8.19,-0.72,2010,ATL,68,2009,East,core,12,East,yearling
ABFT_203,-8.52,-0.54,2010,ATL,70,2009,East,core,12,East,yearling
ABFT_204,-8.95,-0.8,2010,ATL,69,2009,East,core,12,East,yearling
ABFT_205,-8.44,-0.9,2010,ATL,71,2009,East,core,12,East,yearling
ABFT_206,-9.52,-0.95,2010,ATL,72,2009,West,core,12,East,yearling
ABFT_207,-9.52,-0.76,2010,ATL,71,2009,West,core,12,East,yearling
ABFT_208,-8.48,-0.72,2010,ATL,71,2009,East,core,12,East,yearling
ABFT_209,-9.07,-0.82,2010,ATL,71,2009,East,core,12,East,yearling
ABFT_210,-8.09,-0.82,2010,ATL,71,2009,East,core,12,East,yearling
ABFT_211,-7.53,-1.23,2012,ATL,289.77,1986,West,core,12,West,post_2yr
ABFT_212,-7.09,-1.18,2011,ATL,258.05,1987,West,core,12,West,post_2yr
ABFT_213,-7.36,-1.14,2013,ATL,287.33,1987,West,core,12,West,post_2yr
ABFT_214,-7.46,-0.81,2013,ATL,282.45,1987,East,core,12,West,post_2yr
ABFT_215,-7.94,-1.24,2010,ATL,245.85,1988,Unknown,core,12,West,post_2yr
ABFT_216,-7.62,-1.29,2012,ATL,277.57,1988,Unknown,core,12,West,post_2yr
ABFT_217,-7.75,-1.61,2014,ATL,258.05,1988,West,core,12,West,post_2yr
ABFT_218,-7.03,-1.42,2010,ATL,255.61,1989,West,core,12,West,post_2yr
ABFT_219,-6.95,-1.2,2011,ATL,267.81,1989,West,core,12,West,post_2yr
ABFT_220,-7.2,-1.5,2011,ATL,282.45,1989,West,core,12,West,post_2yr
ABFT_221,-7.87,-1.56,2014,ATL,267.81,1989,West,core,12,West,post_2yr
ABFT_222,-7.22,-1.15,2011,ATL,260.49,1990,Unknown,core,12,West,post_2yr
ABFT_223,-6.74,-1.35,2011,ATL,262.93,1990,West,core,12,West,post_2yr
ABFT_224,-7.3,-0.99,2012,ATL,284.89,1990,Unknown,core,12,West,post_2yr
ABFT_225,-7.4,-0.4,2012,ATL,238.53,1990,East,core,12,West,post_2yr
ABFT_226,-8.51,-0.75,2012,ATL,280.01,1990,East,core,12,West,post_2yr
ABFT_227,-6.42,-0.96,2013,ATL,255.61,1990,Unknown,core,12,West,post_2yr
ABFT_228,-7.13,-1.13,2013,ATL,253.17,1990,West,core,12,West,post_2yr
ABFT_229,-7.17,-1.13,2013,ATL,284.89,1990,West,core,12,West,post_2yr
ABFT_230,-7.07,-1.41,2013,ATL,260.49,1990,West,core,12,West,post_2yr
ABFT_231,-6.88,-1,2013,ATL,287.33,1990,Unknown,core,12,West,post_2yr
ABFT_232,-7.02,-0.43,2013,ATL,270.25,1990,East,core,12,West,post_2yr
ABFT_233,-6.87,-1.34,2013,ATL,275.13,1990,West,core,12,West,post_2yr
ABFT_234,-7.45,-1.08,2013,ATL,233.65,1990,Unknown,core,12,West,post_2yr
ABFT_235,-7.78,-1.28,2011,ATL,277.57,1991,Unknown,core,12,West,post_2yr
ABFT_236,-7.1,-1.45,2011,ATL,245.85,1991,West,core,12,West,post_2yr
ABFT_237,-7.06,-1.14,2011,ATL,258.05,1991,West,core,12,West,post_2yr
ABFT_238,-6.85,-0.97,2012,ATL,270.25,1991,Unknown,core,12,West,post_2yr
ABFT_239,-7.09,-0.94,2013,ATL,280.01,1991,East,core,12,West,post_2yr
ABFT_240,-6.93,-1.17,2013,ATL,289.77,1991,Unknown,core,12,West,post_2yr
ABFT_241,-6.84,-1.27,2013,ATL,270.25,1991,Unknown,core,12,West,post_2yr
ABFT_242,-6.96,-1.09,2013,ATL,282.45,1991,Unknown,core,12,West,post_2yr
ABFT_243,-7.91,-1.57,2014,ATL,276.55,1991,West,core,12,West,post_2yr
ABFT_244,-7.63,-1.16,2010,ATL,255.61,1992,Unknown,core,12,West,post_2yr
ABFT_245,-7.42,-0.83,2010,ATL,243.41,1992,East,core,12,West,post_2yr
ABFT_246,-7.34,-1.23,2010,ATL,253.17,1992,West,core,12,West,post_2yr
ABFT_247,-7.56,-1.3,2010,ATL,243.41,1992,Unknown,core,12,West,post_2yr
ABFT_248,-7.59,-1.08,2010,ATL,231.21,1992,Unknown,core,12,West,post_2yr
ABFT_249,-7.49,-1.21,2010,ATL,248.9,1992,West,core,12,West,post_2yr
ABFT_250,-7.26,-1.22,2011,ATL,277.57,1992,West,core,12,West,post_2yr
ABFT_251,-7.68,-1.39,2011,ATL,262.93,1992,West,core,12,West,post_2yr
ABFT_252,-7.16,-0.41,2012,ATL,282.45,1992,East,core,12,West,post_2yr
ABFT_253,-6.43,-1.08,2012,ATL,292.21,1992,Unknown,core,12,West,post_2yr
ABFT_254,-7.17,-1.26,2012,ATL,267.81,1992,West,core,12,West,post_2yr
ABFT_255,-7.25,-0.87,2013,ATL,258.05,1992,East,core,12,West,post_2yr
ABFT_256,-7.27,-0.58,2013,ATL,294.65,1992,East,core,12,West,post_2yr
ABFT_257,-6.92,-1.41,2013,ATL,265.37,1992,West,core,12,West,post_2yr
ABFT_258,-8.53,-1.54,2014,ATL,287.33,1992,West,core,12,West,post_2yr
ABFT_259,-6.93,-1.37,2014,ATL,294.65,1992,West,core,12,West,post_2yr
ABFT_260,-8.14,-0.85,2010,ATL,253.17,1993,Unknown,core,12,West,post_2yr
ABFT_261,-7.26,-0.96,2010,ATL,245.85,1993,Unknown,core,12,West,post_2yr
ABFT_262,-7.24,-1.2,2010,ATL,258.05,1993,West,core,12,West,post_2yr
ABFT_263,-8.08,-1.11,2011,ATL,262.93,1993,Unknown,core,12,West,post_2yr
ABFT_264,-7.36,-1.13,2011,ATL,265.37,1993,West,core,12,West,post_2yr
ABFT_265,-6.91,-1.35,2011,ATL,270.25,1993,West,core,12,West,post_2yr
ABFT_266,-7.59,-1.14,2012,ATL,255.61,1993,Unknown,core,12,West,post_2yr
ABFT_267,-7.87,-1.09,2013,ATL,282.45,1993,Unknown,core,12,West,post_2yr
ABFT_268,-7.33,-1.09,2013,ATL,275.13,1993,Unknown,core,12,West,post_2yr
ABFT_269,-7.71,-1.29,2014,ATL,248.29,1993,Unknown,core,12,West,post_2yr
ABFT_270,-8.34,-1.6,2014,ATL,265.37,1993,West,core,12,West,post_2yr
ABFT_271,-8.03,-1.06,2010,ATL,236.09,1994,Unknown,core,12,West,post_2yr
ABFT_272,-7.54,-1.41,2010,ATL,250.73,1994,West,core,12,West,post_2yr
ABFT_273,-7,-1.19,2010,ATL,248.29,1994,West,core,12,West,post_2yr
ABFT_274,-7.35,-1.29,2010,ATL,231.21,1994,Unknown,core,12,West,post_2yr
ABFT_275,-7.5,-0.88,2010,ATL,275.13,1994,East,core,12,West,post_2yr
ABFT_276,-7.59,-0.9,2010,ATL,260.49,1994,East,core,12,West,post_2yr
ABFT_277,-7.55,-1.2,2011,ATL,255.61,1994,West,core,12,West,post_2yr
ABFT_278,-7.85,-0.78,2011,ATL,270.25,1994,East,core,12,West,post_2yr
ABFT_279,-7.5,-1.29,2011,ATL,253.17,1994,Unknown,core,12,West,post_2yr
ABFT_280,-7.3,-1.34,2011,ATL,253.17,1994,West,core,12,West,post_2yr
ABFT_281,-8.06,-1.76,2013,ATL,284.89,1994,West,core,12,West,post_2yr
ABFT_282,-7.5,-1.41,2013,ATL,231.21,1994,West,core,12,West,post_2yr
ABFT_283,-6.83,-1.16,2013,ATL,244.63,1994,Unknown,core,12,West,post_2yr
ABFT_284,-6.9,-1.1,2013,ATL,253.17,1994,Unknown,core,12,West,post_2yr
ABFT_285,-8.42,-1.09,2014,ATL,289.77,1994,Unknown,core,12,West,post_2yr
ABFT_286,-7.34,-0.84,2010,ATL,245.85,1995,Unknown,core,12,West,post_2yr
ABFT_287,-7.3,-1.15,2010,ATL,250.73,1995,Unknown,core,12,West,post_2yr
ABFT_288,-7.54,-1.12,2010,ATL,250.73,1995,Unknown,core,12,West,post_2yr
ABFT_289,-8.09,-1.31,2010,ATL,231.21,1995,Unknown,core,12,West,post_2yr
ABFT_290,-7.97,-0.84,2010,ATL,182.41,1995,Unknown,core,12,West,post_2yr
ABFT_291,-6.7,-0.84,2010,ATL,255.61,1995,Unknown,core,12,West,post_2yr
ABFT_292,-6.94,-1.01,2010,ATL,255.61,1995,Unknown,core,12,West,post_2yr
ABFT_293,-7.03,-0.86,2010,ATL,248.29,1995,East,core,12,West,post_2yr
ABFT_294,-7.11,-1.18,2010,ATL,240.97,1995,West,core,12,West,post_2yr
ABFT_295,-7.74,-1.37,2011,ATL,260.49,1995,West,core,12,West,post_2yr
ABFT_296,-6.78,-1.27,2011,ATL,260.49,1995,Unknown,core,12,West,post_2yr
ABFT_297,-7.35,-1.18,2012,ATL,267.81,1995,West,core,12,West,post_2yr
ABFT_298,-7.42,-0.99,2013,ATL,270.25,1995,Unknown,core,12,West,post_2yr
ABFT_299,-7.12,-1.06,2013,ATL,250.73,1995,Unknown,core,12,West,post_2yr
ABFT_300,-7.18,-1.12,2013,ATL,250.73,1995,Unknown,core,12,West,post_2yr
ABFT_301,-7.06,-1.4,2014,ATL,280.01,1995,West,core,12,West,post_2yr
ABFT_302,-7.57,-1.54,2014,ATL,258.05,1995,West,core,12,West,post_2yr
ABFT_303,-7.26,-1.13,2010,ATL,243.41,1996,West,core,12,West,post_2yr
ABFT_304,-7.73,-0.71,2010,ATL,228.77,1996,East,core,12,West,post_2yr
ABFT_305,-7.05,-1.12,2010,ATL,243.41,1996,Unknown,core,12,West,post_2yr
ABFT_306,-7.66,-1.3,2010,ATL,265.37,1996,Unknown,core,12,West,post_2yr
ABFT_307,-7.76,-0.85,2010,ATL,250.73,1996,East,core,12,West,post_2yr
ABFT_308,-7.43,-1.37,2010,ATL,245.85,1996,West,core,12,West,post_2yr
ABFT_309,-7.39,-0.79,2010,ATL,240.97,1996,East,core,12,West,post_2yr
ABFT_310,-7.24,-0.86,2010,ATL,238.53,1996,East,core,12,West,post_2yr
ABFT_311,-7.64,-1.6,2010,ATL,253.17,1996,West,core,12,West,post_2yr
ABFT_312,-7.64,-1.18,2010,ATL,248.29,1996,,core,12,West,post_2yr
ABFT_313,-7.29,-1.23,2011,ATL,253.17,1996,West,core,12,West,post_2yr
ABFT_314,-6.64,-1.29,2011,ATL,226.33,1996,Unknown,core,12,West,post_2yr
ABFT_315,-7.33,-1.53,2011,ATL,250.73,1996,West,core,12,West,post_2yr
