code,d13C,d18O,year,Ocean,sfl,yearclass,Assigned_origin,oto_portion,months_sampled,caught_EW,age_group
ABFT_1431,-7.84,-0.85,2010,ATL,236,1997,East,core,12,Central,post_2yr
ABFT_1432,-7.13,-1.13,2011,ATL,253,1997,West,core,12,Central,post_2yr
ABFT_1433,-8.28,-0.81,2011,ATL,253,1997,East,core,12,Central,post_2yr
ABFT_1434,-7.88,-1.05,2012,ATL,258,1997,West,core,12,Central,post_2yr
ABFT_1435,-8.76,-1.02,2014,ATL,275,1997,East,core,12,Central,post_2yr
ABFT_1436,-7.99,-0.84,2010,ATL,235,1998,East,core,12,Central,post_2yr
ABFT_1437,-7.84,-1.71,2011,ATL,237,1998,West,core,12,Central,post_2yr
ABFT_1438,-7.5,-0.34,2011,ATL,239,1998,East,core,12,Central,post_2yr
ABFT_1439,-7.47,-1.14,2011,ATL,239,1998,West,core,12,Central,post_2yr
ABFT_1440,-7.48,-0.68,2011,ATL,241,1998,East,core,12,Central,post_2yr
ABFT_1441,-7.37,-1.4,2011,ATL,243,1998,West,core,12,Central,post_2yr
ABFT_1442,-8.51,-1.09,2014,ATL,263,1998,West,core,12,Central,post_2yr
ABFT_1443,-8.29,-0.75,2014,ATL,265,1998,East,core,12,Central,post_2yr
ABFT_1444,-8.16,-0.87,2014,ATL,267,1998,East,core,12,Central,post_2yr
ABFT_1445,-8.04,-0.8,2010,ATL,216,1999,East,core,12,Central,post_2yr
ABFT_1446,-8.95,-0.86,2010,ATL,219,1999,East,core,12,Central,post_2yr
ABFT_1447,-8.23,-0.73,2010,ATL,220,1999,East,core,12,Central,post_2yr
ABFT_1448,-8.01,-1.69,2011,ATL,228,1999,West,core,12,Central,post_2yr
ABFT_1449,-7.01,-1.2,2011,ATL,229,1999,West,core,12,Central,post_2yr
ABFT_1450,-7.92,-0.33,2011,ATL,232,1999,East,core,12,Central,post_2yr
ABFT_1451,-7.39,-1.17,2011,ATL,234,1999,West,core,12,Central,post_2yr
ABFT_1452,-9.06,-1.15,2012,ATL,236,1999,West,core,12,Central,post_2yr
ABFT_1453,-7.77,-0.47,2012,ATL,236,1999,East,core,12,Central,post_2yr
ABFT_1454,-8.95,-1.57,2012,ATL,240,1999,West,core,12,Central,post_2yr
ABFT_1455,-7.42,-1.17,2013,ATL,245,1999,West,core,12,Central,post_2yr
ABFT_1456,-7.59,-1.23,2014,ATL,256,1999,West,core,12,Central,post_2yr
ABFT_1457,-7.98,-0.72,2014,ATL,258,1999,East,core,12,Central,post_2yr
ABFT_1458,-7.95,-0.58,2015,ATL,263,1999,East,core,12,Central,post_2yr
ABFT_1459,-7.97,-0.73,2015,ATL,263,1999,East,core,12,Central,post_2yr
ABFT_1460,-7.98,-1.08,2017,ATL,278,1999,West,core,12,Central,post_2yr
ABFT_1461,-8.08,-0.64,2010,ATL,204,2000,East,core,12,Central,post_2yr
ABFT_1462,-8.33,-0.83,2010,ATL,205,2000,East,core,12,Central,post_2yr
ABFT_1463,-7.84,-0.91,2010,ATL,205,2000,East,core,12,Central,post_2yr
ABFT_1464,-8.14,-0.89,2010,ATL,208,2000,East,core,12,Central,post_2yr
ABFT_1465,-8.25,-0.75,2010,ATL,210,2000,East,core,12,Central,post_2yr
ABFT_1466,-7.97,-0.78,2010,ATL,214,2000,East,core,12,Central,post_2yr
ABFT_1467,-7.92,-0.9,2010,ATL,214,2000,East,core,12,Central,post_2yr
ABFT_1468,-8.02,-1.89,2011,ATL,222,2000,West,core,12,Central,post_2yr
ABFT_1469,-7.76,-1.08,2011,ATL,224,2000,West,core,12,Central,post_2yr
ABFT_1470,-7.59,-1.22,2011,ATL,225,2000,West,core,12,Central,post_2yr
ABFT_1471,-7.51,-0.74,2012,ATL,226,2000,East,core,12,Central,post_2yr
ABFT_1472,-7.17,-0.74,2012,ATL,227,2000,East,core,12,Central,post_2yr
ABFT_1473,-7.79,-1.29,2012,ATL,229,2000,West,core,12,Central,post_2yr
ABFT_1474,-8.19,-1.44,2012,ATL,229,2000,West,core,12,Central,post_2yr
ABFT_1475,-8.33,-0.68,2012,ATL,230,2000,East,core,12,Central,post_2yr
ABFT_1476,-8.95,-0.93,2012,ATL,234,2000,East,core,12,Central,post_2yr
ABFT_1477,-7.61,-1.26,2013,ATL,236,2000,West,core,12,Central,post_2yr
ABFT_1478,-8.88,-1.18,2013,ATL,236,2000,West,core,12,Central,post_2yr
ABFT_1479,-7.56,-0.94,2013,ATL,240,2000,East,core,12,Central,post_2yr
ABFT_1480,-7.91,-1.41,2013,ATL,242,2000,West,core,12,Central,post_2yr
ABFT_1481,-8.1,-1.71,2013,ATL,242,2000,West,core,12,Central,post_2yr
ABFT_1482,-8.01,-1,2013,ATL,243,2000,East,core,12,Central,post_2yr
ABFT_1483,-7.28,-0.78,2014,ATL,245,2000,East,core,12,Central,post_2yr
ABFT_1484,-7.94,-1.29,2014,ATL,247,2000,West,core,12,Central,post_2yr
ABFT_1485,-6.79,-0.71,2014,ATL,247,2000,East,core,12,Central,post_2yr
ABFT_1486,-7.77,-0.79,2014,ATL,247,2000,East,core,12,Central,post_2yr
ABFT_1487,-7.18,-0.44,2014,ATL,248,2000,East,core,12,Central,post_2yr
ABFT_1488,-8.07,-0.63,2014,ATL,248,2000,East,core,12,Central,post_2yr
ABFT_1489,-7.82,-0.64,2014,ATL,248,2000,East,core,12,Central,post_2yr
ABFT_1490,-8.5,-0.96,2014,ATL,249,2000,East,core,12,Central,post_2yr
ABFT_1491,-7.61,-0.46,2014,ATL,249,2000,East,core,12,Central,post_2yr
ABFT_1492,-7.89,-0.62,2014,ATL,250,2000,East,core,12,Central,post_2yr
ABFT_1493,-7.78,-0.7,2014,ATL,250,2000,East,core,12,Central,post_2yr
ABFT_1494,-7.17,-0.47,2014,ATL,250,2000,East,core,12,Central,post_2yr
ABFT_1495,-7.4,-1.38,2015,ATL,257,2000,West,core,12,Central,post_2yr
ABFT_1496,-7.12,-1,2015,ATL,258,2000,West,core,12,Central,post_2yr
ABFT_1497,-7.5,-0.81,2015,ATL,260,2000,East,core,12,Central,post_2yr
ABFT_1498,-7.08,-0.64,2015,ATL,260,2000,East,core,12,Central,post_2yr
ABFT_1499,-7.79,-1.03,2016,ATL,265,2000,West,core,12,Central,post_2yr
ABFT_1500,-7.2,-0.41,2016,ATL,266,2000,East,core,12,Central,post_2yr
ABFT_1501,-8.49,-0.81,2010,ATL,193,2001,East,core,12,Central,post_2yr
ABFT_1502,-8.94,-1.06,2010,ATL,193,2001,East,core,12,Central,post_2yr
ABFT_1503,-8.67,-1.07,2010,ATL,200,2001,East,core,12,Central,post_2yr
ABFT_1504,-7.61,-1.1,2010,ATL,200,2001,West,core,12,Central,post_2yr
ABFT_1505,-9.26,-0.98,2010,ATL,200,2001,East,core,12,Central,post_2yr
ABFT_1506,-8.69,-0.73,2010,ATL,203,2001,East,core,12,Central,post_2yr
ABFT_1507,-8.65,-1.06,2011,ATL,204,2001,East,core,12,Central,post_2yr
ABFT_1508,-8.32,-0.78,2011,ATL,204,2001,East,core,12,Central,post_2yr
ABFT_1509,-8.13,-0.66,2011,ATL,205,2001,East,core,12,Central,post_2yr
ABFT_1510,-7.57,-0.55,2011,ATL,213,2001,East,core,12,Central,post_2yr
ABFT_1511,-8.48,-0.94,2012,ATL,215,2001,East,core,12,Central,post_2yr
ABFT_1512,-7.82,-0.73,2012,ATL,217,2001,East,core,12,Central,post_2yr
ABFT_1513,-7.66,-0.77,2012,ATL,217,2001,East,core,12,Central,post_2yr
ABFT_1514,-8.81,-0.97,2012,ATL,217,2001,East,core,12,Central,post_2yr
ABFT_1515,-9.09,-1.19,2012,ATL,217,2001,West,core,12,Central,post_2yr
ABFT_1516,-8.47,-0.67,2012,ATL,218,2001,East,core,12,Central,post_2yr
ABFT_1517,-7.9,-0.67,2012,ATL,218,2001,East,core,12,Central,post_2yr
ABFT_1518,-8.49,-0.81,2012,ATL,218,2001,East,core,12,Central,post_2yr
ABFT_1519,-8.62,-1.63,2012,ATL,218,2001,West,core,12,Central,post_2yr
ABFT_1520,-8.39,-1.19,2012,ATL,220,2001,West,core,12,Central,post_2yr
ABFT_1521,-8.96,-0.81,2012,ATL,220,2001,East,core,12,Central,post_2yr
ABFT_1522,-7.52,-0.37,2012,ATL,220,2001,East,core,12,Central,post_2yr
ABFT_1523,-7.6,-0.86,2012,ATL,221,2001,East,core,12,Central,post_2yr
ABFT_1524,-8.15,-1.38,2012,ATL,222,2001,West,core,12,Central,post_2yr
ABFT_1525,-8.66,-0.73,2012,ATL,223,2001,East,core,12,Central,post_2yr
ABFT_1526,-9.05,-0.94,2012,ATL,223,2001,East,core,12,Central,post_2yr
ABFT_1527,-8.17,-1.04,2012,ATL,223,2001,East,core,12,Central,post_2yr
ABFT_1528,-7.98,-1.76,2012,ATL,223,2001,West,core,12,Central,post_2yr
ABFT_1529,-9.28,-0.93,2012,ATL,225,2001,East,core,12,Central,post_2yr
ABFT_1530,-8.44,-0.63,2012,ATL,225,2001,East,core,12,Central,post_2yr
ABFT_1531,-9.02,-1.07,2013,ATL,226,2001,East,core,12,Central,post_2yr
ABFT_1532,-8.71,-1.64,2013,ATL,226,2001,West,core,12,Central,post_2yr
ABFT_1533,-8.17,-1.45,2013,ATL,228,2001,West,core,12,Central,post_2yr
ABFT_1534,-8.13,-0.91,2013,ATL,228,2001,East,core,12,Central,post_2yr
ABFT_1535,-8.86,-0.83,2013,ATL,228,2001,East,core,12,Central,post_2yr
ABFT_1536,-7.88,-1.05,2013,ATL,230,2001,West,core,12,Central,post_2yr
ABFT_1537,-7.85,-0.86,2013,ATL,230,2001,East,core,12,Central,post_2yr
ABFT_1538,-8.51,-0.94,2013,ATL,230,2001,East,core,12,Central,post_2yr
ABFT_1539,-8.48,-1.62,2013,ATL,233,2001,West,core,12,Central,post_2yr
ABFT_1540,-7.16,-1.25,2013,ATL,235,2001,West,core,12,Central,post_2yr
ABFT_1541,-7.99,-0.75,2014,ATL,236,2001,East,core,12,Central,post_2yr
ABFT_1542,-7.53,-0.71,2014,ATL,236,2001,East,core,12,Central,post_2yr
ABFT_1543,-8.6,-0.89,2014,ATL,237,2001,East,core,12,Central,post_2yr
ABFT_1544,-8.34,-0.95,2014,ATL,237,2001,East,core,12,Central,post_2yr
ABFT_1545,-7.67,-0.95,2014,ATL,237,2001,East,core,12,Central,post_2yr
ABFT_1546,-7.53,-0.77,2014,ATL,237,2001,East,core,12,Central,post_2yr
ABFT_1547,-7.85,-0.55,2014,ATL,237,2001,East,core,12,Central,post_2yr
ABFT_1548,-8.33,-0.7,2014,ATL,238,2001,East,core,12,Central,post_2yr
ABFT_1549,-8.21,-1.02,2014,ATL,238,2001,East,core,12,Central,post_2yr
ABFT_1550,-8.32,-0.59,2014,ATL,241,2001,East,core,12,Central,post_2yr
ABFT_1551,-8.83,-1.44,2014,ATL,241,2001,West,core,12,Central,post_2yr
ABFT_1552,-8.82,-0.84,2014,ATL,242,2001,East,core,12,Central,post_2yr
ABFT_1553,-9,-1.15,2014,ATL,243,2001,West,core,12,Central,post_2yr
ABFT_1554,-8.41,-0.76,2014,ATL,243,2001,East,core,12,Central,post_2yr
ABFT_1555,-8.1,-0.44,2014,ATL,243,2001,East,core,12,Central,post_2yr
ABFT_1556,-8.51,-0.93,2014,ATL,244,2001,East,core,12,Central,post_2yr
ABFT_1557,-7.63,-1.1,2015,ATL,245,2001,West,core,12,Central,post_2yr
ABFT_1558,-6.79,-1.19,2015,ATL,246,2001,West,core,12,Central,post_2yr
ABFT_1559,-7.78,-0.72,2015,ATL,247,2001,East,core,12,Central,post_2yr
ABFT_1560,-6.61,-1.02,2015,ATL,249,2001,West,core,12,Central,post_2yr
ABFT_1561,-6.55,-1.17,2015,ATL,249,2001,West,core,12,Central,post_2yr
ABFT_1562,-8,-1.3,2016,ATL,254,2001,West,core,12,Central,post_2yr
ABFT_1563,-7.81,-1.24,2016,ATL,255,2001,West,core,12,Central,post_2yr
ABFT_1564,-8.33,-1.8,2016,ATL,259,2001,West,core,12,Central,post_2yr
ABFT_1565,-8.08,-0.76,2016,ATL,260,2001,East,core,12,Central,post_2yr
ABFT_1566,-7.9,-0.58,2016,ATL,260,2001,East,core,12,Central,post_2yr
ABFT_1567,-7.96,-1.27,2017,ATL,263,2001,West,core,12,Central,post_2yr
ABFT_1568,-8.02,-0.94,2017,ATL,266,2001,East,core,12,Central,post_2yr
ABFT_1569,-8.7,-1.22,2009,ATL,164,2002,West,core,12,Central,post_2yr
ABFT_1570,-9.94,-1.47,2009,ATL,170,2002,West,core,12,Central,post_2yr
ABFT_1571,-8.63,-0.8,2010,ATL,178,2002,East,core,12,Central,post_2yr
ABFT_1572,-9.18,-1.15,2010,ATL,178,2002,West,core,12,Central,post_2yr
ABFT_1573,-9.13,-1.24,2010,ATL,178,2002,West,core,12,Central,post_2yr
ABFT_1574,-7.5,-0.83,2010,ATL,178,2002,East,core,12,Central,post_2yr
ABFT_1575,-8.3,-1.15,2010,ATL,179,2002,West,core,12,Central,post_2yr
ABFT_1576,-7.34,-0.99,2010,ATL,179,2002,West,core,12,Central,post_2yr
ABFT_1577,-9.23,-1.29,2010,ATL,179,2002,West,core,12,Central,post_2yr
ABFT_1578,-8.5,-1.09,2010,ATL,179,2002,West,core,12,Central,post_2yr
ABFT_1579,-8.24,-1.01,2010,ATL,180,2002,East,core,12,Central,post_2yr
ABFT_1580,-8.6,-1.12,2010,ATL,180,2002,West,core,12,Central,post_2yr
ABFT_1581,-8.14,-0.78,2010,ATL,180,2002,East,core,12,Central,post_2yr
ABFT_1582,-8.54,-1.01,2010,ATL,180,2002,East,core,12,Central,post_2yr
ABFT_1583,-9.15,-0.86,2010,ATL,180,2002,East,core,12,Central,post_2yr
ABFT_1584,-8.08,-0.72,2010,ATL,180,2002,East,core,12,Central,post_2yr
ABFT_1585,-9.29,-1.29,2010,ATL,180,2002,West,core,12,Central,post_2yr
ABFT_1586,-8.93,-0.97,2010,ATL,180,2002,East,core,12,Central,post_2yr
ABFT_1587,-9.38,-1.23,2010,ATL,180,2002,West,core,12,Central,post_2yr
ABFT_1588,-8.64,-1.35,2010,ATL,180,2002,West,core,12,Central,post_2yr
ABFT_1589,-8.56,-0.98,2010,ATL,180,2002,East,core,12,Central,post_2yr
ABFT_1590,-8.75,-1.06,2010,ATL,180,2002,East,core,12,Central,post_2yr
ABFT_1591,-8.95,-1.18,2010,ATL,180,2002,West,core,12,Central,post_2yr
ABFT_1592,-8.39,-1.06,2010,ATL,180,2002,East,core,12,Central,post_2yr
ABFT_1593,-8.35,-0.99,2010,ATL,181,2002,East,core,12,Central,post_2yr
ABFT_1594,-8.66,-1.01,2010,ATL,181,2002,East,core,12,Central,post_2yr
ABFT_1595,-8.17,-0.58,2010,ATL,181,2002,East,core,12,Central,post_2yr
ABFT_1596,-9.94,-1.31,2010,ATL,181,2002,West,core,12,Central,post_2yr
ABFT_1597,-9.01,-0.7,2010,ATL,181,2002,East,core,12,Central,post_2yr
ABFT_1598,-9.2,-1.35,2010,ATL,181,2002,West,core,12,Central,post_2yr
ABFT_1599,-8.89,-0.91,2010,ATL,181,2002,East,core,12,Central,post_2yr
ABFT_1600,-8.56,-1.19,2010,ATL,182,2002,West,core,12,Central,post_2yr
ABFT_1601,-8.54,-0.77,2010,ATL,182,2002,East,core,12,Central,post_2yr
ABFT_1602,-8.85,-1.27,2010,ATL,182,2002,West,core,12,Central,post_2yr
ABFT_1603,-7.58,-1.23,2010,ATL,182,2002,West,core,12,Central,post_2yr
ABFT_1604,-9.18,-1.05,2010,ATL,182,2002,East,core,12,Central,post_2yr
ABFT_1605,-9.44,-1.34,2010,ATL,183,2002,West,core,12,Central,post_2yr
ABFT_1606,-8.97,-1.35,2010,ATL,183,2002,West,core,12,Central,post_2yr
ABFT_1607,-8.84,-1.05,2010,ATL,183,2002,East,core,12,Central,post_2yr
ABFT_1608,-8.39,-0.56,2010,ATL,183,2002,East,core,12,Central,post_2yr
ABFT_1609,-8.78,-0.94,2010,ATL,184,2002,East,core,12,Central,post_2yr
ABFT_1610,-8.2,-1.02,2010,ATL,184,2002,East,core,12,Central,post_2yr
ABFT_1611,-9.19,-1.34,2010,ATL,184,2002,West,core,12,Central,post_2yr
ABFT_1612,-8.34,-0.65,2010,ATL,184,2002,East,core,12,Central,post_2yr
ABFT_1613,-9.5,-1.19,2010,ATL,184,2002,West,core,12,Central,post_2yr
ABFT_1614,-8.88,-1.08,2010,ATL,184,2002,East,core,12,Central,post_2yr
ABFT_1615,-8.12,-1.1,2010,ATL,184,2002,West,core,12,Central,post_2yr
ABFT_1616,-8.42,-0.99,2010,ATL,184,2002,East,core,12,Central,post_2yr
ABFT_1617,-8.56,-0.95,2010,ATL,184,2002,East,core,12,Central,post_2yr
ABFT_1618,-9.45,-1.12,2010,ATL,184,2002,West,core,12,Central,post_2yr
ABFT_1619,-8.36,-1.19,2010,ATL,185,2002,West,core,12,Central,post_2yr
ABFT_1620,-8.32,-0.72,2010,ATL,185,2002,East,core,12,Central,post_2yr
ABFT_1621,-9.21,-1.4,2010,ATL,186,2002,West,core,12,Central,post_2yr
ABFT_1622,-9.82,-1.16,2010,ATL,186,2002,West,core,12,Central,post_2yr
ABFT_1623,-8.52,-0.65,2010,ATL,186,2002,East,core,12,Central,post_2yr
ABFT_1624,-8.31,-0.21,2010,ATL,186,2002,East,core,12,Central,post_2yr
ABFT_1625,-8.85,-1,2010,ATL,186,2002,East,core,12,Central,post_2yr
ABFT_1626,-8.28,-1.01,2010,ATL,186,2002,East,core,12,Central,post_2yr
ABFT_1627,-9.26,-1.46,2010,ATL,187,2002,West,core,12,Central,post_2yr
ABFT_1628,-8.2,-1,2010,ATL,187,2002,East,core,12,Central,post_2yr
ABFT_1629,-8.71,-1.09,2010,ATL,187,2002,West,core,12,Central,post_2yr
ABFT_1630,-9.32,-1.25,2010,ATL,187,2002,West,core,12,Central,post_2yr
ABFT_1631,-8.54,-0.78,2010,ATL,187,2002,East,core,12,Central,post_2yr
ABFT_1632,-8.95,-1.06,2010,ATL,188,2002,East,core,12,Central,post_2yr
ABFT_1633,-8.89,-0.78,2010,ATL,190,2002,East,core,12,Central,post_2yr
ABFT_1634,-8.68,-0.63,2010,ATL,190,2002,East,core,12,Central,post_2yr
ABFT_1635,-8.76,-0.67,2010,ATL,190,2002,East,core,12,Central,post_2yr
ABFT_1636,-8.3,-0.69,2010,ATL,191,2002,East,core,12,Central,post_2yr
ABFT_1637,-7.36,-0.83,2011,ATL,192,2002,East,core,12,Central,post_2yr
ABFT_1638,-8.07,-0.89,2011,ATL,192,2002,East,core,12,Central,post_2yr
ABFT_1639,-7.42,-0.7,2011,ATL,192,2002,East,core,12,Central,post_2yr
ABFT_1640,-7.33,-0.74,2011,ATL,193,2002,East,core,12,Central,post_2yr
ABFT_1641,-7.93,-0.74,2011,ATL,193,2002,East,core,12,Central,post_2yr
ABFT_1642,-7.76,-1.05,2011,ATL,194,2002,West,core,12,Central,post_2yr
ABFT_1643,-7.8,-1.01,2011,ATL,194,2002,East,core,12,Central,post_2yr
ABFT_1644,-7.61,-1.08,2011,ATL,194,2002,West,core,12,Central,post_2yr
ABFT_1645,-7.86,-1.19,2011,ATL,195,2002,West,core,12,Central,post_2yr
ABFT_1646,-8.5,-0.74,2011,ATL,195,2002,East,core,12,Central,post_2yr
ABFT_1647,-7.14,-0.46,2011,ATL,196,2002,East,core,12,Central,post_2yr
ABFT_1648,-7.38,-0.93,2011,ATL,198,2002,East,core,12,Central,post_2yr
ABFT_1649,-7.2,-1.08,2011,ATL,199,2002,West,core,12,Central,post_2yr
ABFT_1650,-7.79,-0.8,2011,ATL,199,2002,East,core,12,Central,post_2yr
ABFT_1651,-8.05,-0.88,2011,ATL,200,2002,East,core,12,Central,post_2yr
ABFT_1652,-7.83,-1.03,2011,ATL,201,2002,West,core,12,Central,post_2yr
ABFT_1653,-8.07,-0.58,2011,ATL,203,2002,East,core,12,Central,post_2yr
ABFT_1654,-7.84,-0.8,2011,ATL,203,2002,East,core,12,Central,post_2yr
ABFT_1655,-8.76,-0.91,2012,ATL,204,2002,East,core,12,Central,post_2yr
ABFT_1656,-7.96,-0.77,2012,ATL,204,2002,East,core,12,Central,post_2yr
ABFT_1657,-8,-0.54,2012,ATL,204,2002,East,core,12,Central,post_2yr
ABFT_1658,-8.32,-0.91,2012,ATL,204,2002,East,core,12,Central,post_2yr
ABFT_1659,-8.62,-0.88,2012,ATL,205,2002,East,core,12,Central,post_2yr
ABFT_1660,-8.84,-0.81,2012,ATL,205,2002,East,core,12,Central,post_2yr
ABFT_1661,-8.33,-0.93,2012,ATL,205,2002,East,core,12,Central,post_2yr
ABFT_1662,-7.51,-0.99,2012,ATL,205,2002,East,core,12,Central,post_2yr
ABFT_1663,-7.88,-0.78,2012,ATL,205,2002,East,core,12,Central,post_2yr
ABFT_1664,-8.08,-0.81,2012,ATL,205,2002,East,core,12,Central,post_2yr
ABFT_1665,-8.99,-1.01,2012,ATL,205,2002,East,core,12,Central,post_2yr
ABFT_1666,-7.95,-0.7,2012,ATL,206,2002,East,core,12,Central,post_2yr
ABFT_1667,-9.13,-1.06,2012,ATL,206,2002,East,core,12,Central,post_2yr
ABFT_1668,-9.09,-0.96,2012,ATL,206,2002,East,core,12,Central,post_2yr
ABFT_1669,-9.18,-1.25,2012,ATL,206,2002,West,core,12,Central,post_2yr
ABFT_1670,-8.69,-1.7,2012,ATL,206,2002,West,core,12,Central,post_2yr
ABFT_1671,-7.98,-0.6,2012,ATL,207,2002,East,core,12,Central,post_2yr
ABFT_1672,-8.25,-1.17,2012,ATL,207,2002,West,core,12,Central,post_2yr
ABFT_1673,-8,-0.83,2012,ATL,207,2002,East,core,12,Central,post_2yr
ABFT_1674,-8.78,-1.09,2012,ATL,207,2002,East,core,12,Central,post_2yr
ABFT_1675,-7.19,-0.56,2012,ATL,208,2002,East,core,12,Central,post_2yr
ABFT_1676,-7.97,-0.57,2012,ATL,208,2002,East,core,12,Central,post_2yr
ABFT_1677,-9.14,-1.11,2012,ATL,208,2002,West,core,12,Central,post_2yr
ABFT_1678,-8.9,-1.28,2012,ATL,208,2002,West,core,12,Central,post_2yr
ABFT_1679,-7.41,-0.74,2012,ATL,208,2002,East,core,12,Central,post_2yr
ABFT_1680,-8.76,-1.57,2012,ATL,208,2002,West,core,12,Central,post_2yr
ABFT_1681,-8.09,-0.99,2012,ATL,209,2002,East,core,12,Central,post_2yr
ABFT_1682,-8.29,-1.82,2012,ATL,209,2002,West,core,12,Central,post_2yr
ABFT_1683,-7.98,-0.74,2012,ATL,210,2002,East,core,12,Central,post_2yr
ABFT_1684,-8.01,-0.46,2012,ATL,210,2002,East,core,12,Central,post_2yr
ABFT_1685,-8.42,-0.94,2012,ATL,210,2002,East,core,12,Central,post_2yr
ABFT_1686,-8.88,-0.96,2012,ATL,210,2002,East,core,12,Central,post_2yr
ABFT_1687,-9.1,-1.42,2012,ATL,211,2002,West,core,12,Central,post_2yr
ABFT_1688,-8.13,-0.83,2012,ATL,212,2002,East,core,12,Central,post_2yr
ABFT_1689,-8.84,-1.32,2012,ATL,212,2002,West,core,12,Central,post_2yr
ABFT_1690,-7.95,-0.87,2012,ATL,212,2002,East,core,12,Central,post_2yr
ABFT_1691,-8.69,-1.27,2012,ATL,213,2002,West,core,12,Central,post_2yr
ABFT_1692,-8.78,-1.1,2012,ATL,213,2002,West,core,12,Central,post_2yr
ABFT_1693,-8.05,-0.83,2012,ATL,213,2002,East,core,12,Central,post_2yr
ABFT_1694,-8.97,-1.7,2012,ATL,213,2002,West,core,12,Central,post_2yr
ABFT_1695,-7.94,-0.91,2012,ATL,214,2002,East,core,12,Central,post_2yr
ABFT_1696,-8.47,-0.93,2013,ATL,215,2002,East,core,12,Central,post_2yr
ABFT_1697,-8.56,-0.88,2013,ATL,215,2002,East,core,12,Central,post_2yr
ABFT_1698,-7.88,-0.89,2013,ATL,215,2002,East,core,12,Central,post_2yr
ABFT_1699,-8.48,-1.12,2013,ATL,215,2002,West,core,12,Central,post_2yr
ABFT_1700,-8.69,-1.28,2013,ATL,215,2002,West,core,12,Central,post_2yr
ABFT_1701,-7.7,-0.74,2013,ATL,217,2002,East,core,12,Central,post_2yr
ABFT_1702,-9.04,-1.21,2013,ATL,217,2002,West,core,12,Central,post_2yr
ABFT_1703,-8.58,-1.1,2013,ATL,217,2002,West,core,12,Central,post_2yr
ABFT_1704,-8.18,-1.6,2013,ATL,217,2002,West,core,12,Central,post_2yr
ABFT_1705,-7.78,-0.74,2013,ATL,218,2002,East,core,12,Central,post_2yr
ABFT_1706,-8.33,-1.02,2013,ATL,219,2002,East,core,12,Central,post_2yr
ABFT_1707,-8.5,-1.05,2013,ATL,219,2002,East,core,12,Central,post_2yr
ABFT_1708,-8.37,-1.05,2013,ATL,219,2002,East,core,12,Central,post_2yr
ABFT_1709,-8.59,-0.88,2013,ATL,220,2002,East,core,12,Central,post_2yr
ABFT_1710,-8.84,-1.19,2013,ATL,220,2002,West,core,12,Central,post_2yr
ABFT_1711,-8.59,-0.83,2013,ATL,220,2002,East,core,12,Central,post_2yr
ABFT_1712,-8.12,-0.75,2013,ATL,221,2002,East,core,12,Central,post_2yr
ABFT_1713,-7.97,-1.43,2013,ATL,222,2002,West,core,12,Central,post_2yr
ABFT_1714,-7.03,-0.83,2013,ATL,222,2002,East,core,12,Central,post_2yr
ABFT_1715,-7.99,-1.21,2013,ATL,222,2002,West,core,12,Central,post_2yr
ABFT_1716,-7.61,-1.46,2013,ATL,223,2002,West,core,12,Central,post_2yr
ABFT_1717,-8.4,-1.8,2013,ATL,224,2002,West,core,12,Central,post_2yr
ABFT_1718,-7.73,-1.08,2013,ATL,225,2002,West,core,12,Central,post_2yr
ABFT_1719,-8.11,-0.95,2013,ATL,225,2002,East,core,12,Central,post_2yr
ABFT_1720,-8.38,-1,2013,ATL,225,2002,East,core,12,Central,post_2yr
ABFT_1721,-8.64,-1.8,2013,ATL,225,2002,West,core,12,Central,post_2yr
ABFT_1722,-8.24,-0.91,2014,ATL,226,2002,East,core,12,Central,post_2yr
ABFT_1723,-7.84,-0.87,2014,ATL,226,2002,East,core,12,Central,post_2yr
ABFT_1724,-7.54,-1.51,2014,ATL,226,2002,West,core,12,Central,post_2yr
ABFT_1725,-8.04,-1.04,2014,ATL,226,2002,East,core,12,Central,post_2yr
ABFT_1726,-7.52,-0.7,2014,ATL,226,2002,East,core,12,Central,post_2yr
ABFT_1727,-8.25,-1.14,2014,ATL,226,2002,West,core,12,Central,post_2yr
ABFT_1728,-7.4,-0.53,2014,ATL,226,2002,East,core,12,Central,post_2yr
ABFT_1729,-8.78,-0.97,2014,ATL,227,2002,East,core,12,Central,post_2yr
ABFT_1730,-7.87,-0.9,2014,ATL,227,2002,East,core,12,Central,post_2yr
ABFT_1731,-7.44,-0.5,2014,ATL,227,2002,East,core,12,Central,post_2yr
ABFT_1732,-8.14,-0.75,2014,ATL,228,2002,East,core,12,Central,post_2yr
ABFT_1733,-7.22,-1.04,2014,ATL,228,2002,West,core,12,Central,post_2yr
ABFT_1734,-7.48,-0.98,2014,ATL,228,2002,East,core,12,Central,post_2yr
ABFT_1735,-8.3,-0.81,2014,ATL,228,2002,East,core,12,Central,post_2yr
ABFT_1736,-7.9,-1.07,2014,ATL,229,2002,West,core,12,Central,post_2yr
ABFT_1737,-7.88,-1.09,2014,ATL,229,2002,West,core,12,Central,post_2yr
ABFT_1738,-7.72,-0.71,2014,ATL,229,2002,East,core,12,Central,post_2yr
ABFT_1739,-7.84,-0.89,2014,ATL,229,2002,East,core,12,Central,post_2yr
ABFT_1740,-7.54,-0.95,2014,ATL,230,2002,East,core,12,Central,post_2yr
